EmployeeNumber,Age,Openness,Conscieniousness,Extroversion,Agreeableness,Emotional Balance,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Yes,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Over18_Y,OverTime_Yes
1036,38,23,10,0,7,-19,1035,3,4,1,2,42,3,2,4,6861,4981,8,12,3,3,80,0,19,1,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
1037,26,19,11,-1,13,-22,265,29,2,1,2,79,1,2,1,4969,21813,8,18,3,4,80,0,7,6,3,2,2,2,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1038,52,21,11,-10,13,-22,266,2,1,1,1,57,1,5,4,19845,25846,1,15,3,4,80,1,33,3,3,32,14,6,9,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1039,44,21,6,-3,21,-25,1448,28,3,1,4,53,4,4,4,13320,11737,3,18,3,3,80,1,23,2,3,12,11,11,11,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
1040,50,28,8,1,20,-19,145,1,3,1,4,95,3,2,3,6347,24920,0,12,3,1,80,1,19,3,3,18,7,0,13,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1042,36,25,15,8,18,-13,885,16,4,1,3,43,4,1,1,2743,8269,1,16,3,3,80,0,18,1,3,17,13,15,14,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1043,39,19,2,13,11,-22,945,22,3,1,4,82,3,3,1,10880,5083,1,13,3,3,80,0,21,2,3,21,6,2,8,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1
1044,33,27,-3,-13,5,-21,1038,8,1,1,2,88,2,1,4,2342,21437,0,19,3,4,80,0,3,2,2,2,2,2,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1045,45,24,12,8,12,-13,1234,11,2,1,4,90,3,4,4,17650,5404,3,13,3,2,80,1,26,4,4,9,3,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1046,32,32,0,2,17,-37,1109,29,4,1,4,69,3,1,3,4025,11135,9,12,3,2,80,0,10,2,3,8,7,7,7,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1047,34,12,5,-3,10,-28,216,1,4,1,2,75,4,2,4,9725,12278,0,11,3,4,80,1,16,2,2,15,1,0,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1048,59,25,7,9,21,-27,1089,1,2,1,2,66,3,3,4,11904,11038,3,14,3,3,80,1,14,1,1,6,4,0,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1049,45,27,6,18,26,-24,788,24,4,1,2,36,3,1,2,2177,8318,1,16,3,1,80,0,6,3,3,6,3,0,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1050,53,29,12,-1,9,-18,124,2,3,1,3,38,2,3,2,7525,23537,2,12,3,1,80,1,30,2,3,15,7,6,12,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1052,36,22,20,-3,19,-23,660,15,3,1,1,81,3,2,3,4834,7858,7,14,3,2,80,1,9,3,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1053,26,28,17,-16,11,-16,342,2,3,1,1,57,3,1,1,2042,15346,6,14,3,2,80,1,6,2,3,3,2,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1055,34,25,14,-3,9,-16,1333,10,4,1,3,87,3,1,3,2220,18410,1,19,3,4,80,1,1,2,3,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
1056,28,25,18,-6,12,-18,1144,10,1,1,4,74,3,1,2,1052,23384,1,22,4,2,80,0,1,5,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1060,38,14,0,-5,4,-25,1186,3,4,1,3,44,3,1,3,2821,2997,3,16,3,1,80,1,8,2,3,2,2,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1061,50,27,8,5,15,-13,1464,2,4,1,2,62,3,5,3,19237,12853,2,11,3,4,80,1,29,2,2,8,1,7,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
1062,37,27,18,6,20,-8,124,3,3,1,4,35,3,2,2,4107,13848,3,15,3,1,80,0,8,3,2,4,3,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1066,40,26,20,7,17,-9,300,26,3,1,3,74,3,2,1,8396,22217,1,14,3,2,80,1,8,3,2,7,7,7,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1068,26,17,13,-3,14,-11,921,1,1,1,1,66,2,1,3,2007,25265,1,13,3,3,80,2,5,5,3,5,3,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1069,46,27,9,-4,6,-28,430,1,4,1,4,40,3,5,4,19627,21445,9,17,3,4,80,2,23,0,3,2,2,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1070,54,27,25,7,18,-7,1082,2,4,1,3,41,2,3,3,10686,8392,6,11,3,2,80,1,13,4,3,9,4,7,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1071,56,12,6,0,6,-18,1240,9,3,1,1,63,3,1,3,2942,12154,2,19,3,2,80,1,18,4,3,5,4,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1073,36,25,8,-15,13,-36,796,12,5,1,4,51,2,3,4,8858,15669,0,11,3,2,80,0,15,2,2,14,8,7,8,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1074,55,29,-6,-3,7,-23,444,2,1,1,3,40,2,4,1,16756,17323,7,15,3,2,80,0,31,3,4,9,7,6,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1076,43,29,-2,16,17,-37,415,25,3,1,3,79,2,3,4,10798,5268,5,13,3,3,80,1,18,5,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1077,20,31,2,12,20,-33,769,9,3,1,4,54,3,1,4,2323,17205,1,14,3,2,80,0,2,3,3,2,2,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1079,21,23,11,-2,14,-33,1334,10,3,1,3,36,2,1,1,1416,17258,1,13,3,1,80,0,1,6,2,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1080,46,13,24,-11,24,-35,1003,8,4,1,4,74,2,2,1,4615,21029,8,23,4,1,80,3,19,2,3,16,13,1,7,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1081,51,24,14,5,22,-17,1323,4,4,1,1,34,3,1,3,2461,10332,9,12,3,3,80,3,18,2,4,10,0,2,7,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1082,28,16,11,-19,-5,-20,1366,24,2,1,2,72,2,3,1,8722,12355,1,12,3,1,80,0,10,2,2,10,7,1,9,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1083,26,14,11,-8,12,-14,192,1,2,1,1,59,2,1,1,3955,11141,1,16,3,1,80,2,6,2,3,5,3,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1084,30,20,25,0,15,-12,1176,20,3,1,3,85,3,2,1,9957,9096,0,15,3,3,80,1,7,1,2,6,2,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1085,41,24,12,12,15,-13,509,7,2,1,2,43,4,1,3,3376,18863,1,13,3,3,80,0,10,3,3,10,6,0,8,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1088,38,24,2,-8,26,-19,330,17,1,1,3,65,2,3,3,8823,24608,0,18,3,1,80,1,20,4,2,19,9,1,9,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1092,40,27,16,-13,12,-28,1492,20,4,1,1,61,3,3,4,10322,26542,4,20,4,4,80,1,14,6,3,11,10,11,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1094,27,30,8,-13,13,-24,1277,8,5,1,1,87,1,1,3,4621,5869,1,19,3,4,80,3,3,4,3,3,2,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1096,55,32,-1,-11,21,-27,1091,2,1,1,4,65,3,3,2,10976,15813,3,18,3,2,80,1,23,4,3,3,2,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1097,28,11,18,3,25,-13,857,10,3,1,3,59,3,2,3,3660,7909,3,13,3,4,80,0,10,4,4,8,7,1,7,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1098,44,18,5,-13,19,-6,1376,1,2,1,2,91,2,3,1,10482,2326,9,14,3,4,80,1,24,1,3,20,6,3,6,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1099,33,26,15,-1,9,-26,654,5,3,1,4,34,2,3,4,7119,21214,4,15,3,3,80,1,9,2,3,3,2,1,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1100,35,29,8,-1,18,-21,1204,4,3,1,4,86,3,3,1,9582,10333,0,22,4,1,80,0,9,2,3,8,7,4,7,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
1101,33,29,9,0,21,-14,827,29,4,1,1,54,2,2,3,4508,3129,1,22,4,2,80,0,14,4,3,13,7,3,8,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1102,28,10,10,-7,5,-29,895,15,2,1,1,50,3,1,3,2207,22482,1,16,3,4,80,1,4,5,2,4,2,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1103,34,25,3,-2,6,-18,618,3,1,1,1,45,3,2,4,7756,22266,0,17,3,3,80,0,7,1,2,6,2,0,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1105,37,23,5,-1,11,-23,309,10,4,1,4,88,2,2,4,6694,24223,2,14,3,3,80,3,8,5,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
1106,25,31,7,-19,14,-19,1219,4,1,1,4,32,3,1,4,3691,4605,1,15,3,2,80,1,7,3,4,7,7,5,6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1107,26,25,14,-12,12,-29,1330,21,3,1,1,37,3,1,3,2377,19373,1,20,4,3,80,1,1,0,2,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1108,33,22,16,11,23,-9,1017,25,3,1,1,55,2,1,2,2313,2993,4,20,4,2,80,0,5,0,3,2,2,2,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1109,42,22,4,6,-1,-14,469,2,2,1,4,35,3,4,1,17665,14399,0,17,3,4,80,1,23,3,3,22,6,13,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1111,28,30,15,18,16,2,1009,1,3,1,1,45,2,1,2,2596,7160,1,15,3,1,80,2,1,2,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1113,50,27,-2,9,15,-25,959,1,4,1,4,81,3,2,3,4728,17251,3,14,3,4,80,0,5,4,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
1114,33,14,18,8,17,-9,970,7,3,1,4,30,3,2,2,4302,13401,0,17,3,3,80,1,4,3,3,3,2,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1115,34,17,4,10,14,-15,697,3,4,1,3,40,2,1,4,2979,22478,3,17,3,4,80,3,6,2,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1116,48,23,-4,-9,14,-32,1262,1,4,1,1,35,4,4,4,16885,16154,2,22,4,3,80,0,27,3,2,5,4,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1117,45,26,4,8,21,-25,1050,9,4,1,2,65,2,2,3,5593,17970,1,13,3,4,80,1,15,2,3,15,10,4,12,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1118,52,25,16,-2,11,-31,994,7,4,1,2,87,3,3,2,10445,15322,7,19,3,4,80,0,18,4,3,8,6,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1119,38,15,17,4,16,-26,770,10,4,1,3,73,2,3,3,8740,5569,0,14,3,2,80,2,9,2,3,8,7,2,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
1120,29,20,4,-6,10,-32,1107,28,4,1,3,93,3,1,4,2514,26968,4,22,4,1,80,1,11,1,3,7,5,1,7,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1121,28,20,19,4,-1,-21,950,3,3,1,4,93,3,3,2,7655,8039,0,17,3,2,80,3,10,3,2,9,7,1,7,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1124,46,31,10,19,20,-20,406,3,1,1,1,52,3,4,3,17465,15596,3,12,3,4,80,1,23,3,3,12,9,4,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1125,38,22,4,1,11,-14,130,2,2,1,4,32,3,3,2,7351,20619,7,16,3,3,80,0,10,2,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1126,43,29,3,1,19,-27,1082,27,3,1,3,83,3,3,1,10820,11535,8,11,3,3,80,1,18,1,3,8,7,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1127,39,28,22,9,19,-23,203,2,3,1,1,84,3,4,4,12169,13547,7,11,3,4,80,3,21,4,3,18,7,11,5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1128,40,27,8,-3,8,-18,1308,14,3,1,3,44,2,5,3,19626,17544,1,14,3,1,80,0,21,2,4,20,7,4,9,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1131,21,20,12,1,10,-18,984,1,1,1,4,70,2,1,2,2070,25326,1,11,3,3,80,0,2,6,4,2,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
1132,39,32,25,-6,3,-24,439,9,3,1,3,70,3,2,2,6782,8770,9,15,3,3,80,0,9,2,2,5,4,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1133,36,14,-1,-16,3,-27,217,18,4,1,1,78,3,2,4,7779,23238,2,20,4,1,80,0,18,0,3,11,9,0,9,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1135,31,27,20,11,23,-10,793,20,3,1,3,67,4,1,4,2791,21981,0,12,3,1,80,1,3,4,3,2,2,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1136,28,22,10,11,6,-28,1451,2,1,1,1,67,2,1,2,3201,19911,0,17,3,1,80,0,6,2,1,5,3,0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1137,35,29,10,6,20,-20,1182,11,2,1,4,54,3,2,4,4968,18500,1,11,3,4,80,1,5,3,3,5,2,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1138,49,18,6,3,18,-21,174,8,4,1,4,56,2,4,2,13120,11879,6,17,3,2,80,1,22,3,3,9,8,2,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1140,34,22,11,-6,7,-27,1003,2,2,1,4,95,3,2,3,4033,15834,2,11,3,4,80,0,5,3,2,3,2,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1143,29,21,16,8,12,-3,490,10,3,1,4,61,3,1,2,3291,17940,0,14,3,4,80,2,8,2,2,7,5,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1148,42,32,14,6,25,-14,188,29,3,1,2,56,1,2,4,4272,9558,4,19,3,1,80,0,16,3,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1150,29,9,2,-18,8,-34,718,8,1,1,2,79,2,2,4,5056,17689,1,15,3,3,80,1,10,2,2,10,7,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
1152,38,22,11,-6,12,-16,433,1,3,1,3,37,4,1,3,2844,6004,1,13,3,4,80,1,7,2,4,7,6,5,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1154,28,18,13,-16,19,-31,773,6,3,1,3,39,2,1,3,2703,22088,1,14,3,4,80,1,3,2,3,3,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1156,18,21,-3,-14,17,-36,247,8,1,1,3,80,3,1,3,1904,13556,1,12,3,4,80,0,0,0,3,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1157,33,17,6,7,22,-28,603,9,4,1,1,77,3,2,1,8224,18385,0,17,3,1,80,0,6,3,3,5,2,0,3,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1
1158,41,24,5,1,15,-35,167,12,4,1,2,46,3,1,4,4766,9051,3,11,3,1,80,1,6,4,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1160,31,32,14,13,17,-13,874,15,3,1,3,72,3,1,3,2610,6233,1,12,3,3,80,1,2,5,2,2,2,2,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1161,37,24,6,-4,5,-8,367,25,2,1,3,52,2,2,4,5731,17171,7,13,3,3,80,2,9,2,3,6,2,1,3,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1162,27,31,0,-6,20,-29,199,6,3,1,4,55,2,1,3,2539,7950,1,13,3,3,80,1,4,0,3,4,2,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1163,34,30,15,10,12,-26,1400,9,1,1,2,70,3,2,3,5714,5829,1,20,4,1,80,0,6,3,2,6,5,1,3,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1164,35,20,11,12,16,-16,528,8,4,1,3,100,3,1,3,4323,7108,1,17,3,2,80,0,6,2,1,5,4,1,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1165,29,28,14,-16,-9,-22,408,23,1,1,4,45,2,3,1,7336,11162,1,13,3,1,80,1,11,3,1,11,8,3,10,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1166,40,19,10,-5,16,-16,593,9,4,1,2,88,3,3,3,13499,13782,9,17,3,3,80,0,20,3,2,18,7,2,13,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1167,42,32,26,-15,21,-33,481,12,3,1,3,44,3,4,1,13758,2447,0,12,3,2,80,0,22,2,2,21,9,13,14,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
1171,42,26,12,-4,18,-18,647,4,4,1,2,45,3,2,1,5155,2253,7,13,3,4,80,0,9,3,4,6,4,1,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1172,35,19,12,9,17,-28,982,1,4,1,4,58,2,1,3,2258,16340,6,12,3,2,80,1,10,2,3,8,0,1,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1173,24,19,13,-6,16,-27,477,24,3,1,4,49,3,1,2,3597,6409,8,22,4,4,80,0,6,2,3,4,3,1,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1175,28,25,6,19,25,-6,1485,12,1,1,3,79,3,1,4,2515,22955,1,11,3,4,80,0,1,4,2,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1177,26,30,21,3,19,-1,1384,3,4,1,1,82,4,1,4,4420,13421,1,22,4,2,80,1,8,2,3,8,7,0,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1179,30,28,19,14,24,-19,852,10,3,1,3,72,2,2,3,6578,2706,1,18,3,1,80,1,10,3,3,10,3,1,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1180,40,26,2,-15,17,-35,902,26,2,1,3,92,2,2,4,4422,21203,3,13,3,4,80,1,16,3,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1182,35,24,7,8,25,-2,819,2,3,1,3,44,2,3,2,10274,19588,2,18,3,2,80,1,15,2,4,7,7,6,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1184,34,28,12,6,15,-3,669,1,3,1,4,97,2,2,1,5343,25755,0,20,4,3,80,0,14,3,3,13,9,4,9,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1185,35,18,12,7,19,-14,636,4,4,1,4,47,2,1,4,2376,26537,1,13,3,2,80,1,2,2,4,2,2,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1188,43,30,15,3,26,-2,1372,9,3,1,1,85,1,2,3,5346,9489,8,13,3,2,80,0,7,2,2,4,3,1,3,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1190,32,15,18,4,15,-25,862,2,1,1,3,76,3,1,1,2827,14947,1,12,3,3,80,3,1,3,3,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1191,56,19,14,7,25,-14,718,4,4,1,4,92,3,5,1,19943,18575,4,13,3,4,80,1,28,2,3,5,2,4,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1192,29,22,9,3,16,-29,1401,6,1,1,2,54,3,1,4,3131,26342,1,13,3,1,80,1,10,5,3,10,8,0,8,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1193,19,23,-6,-12,1,-18,645,9,2,1,3,54,3,1,1,2552,7172,1,25,4,3,80,0,1,4,3,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1195,45,25,14,0,20,-7,1457,7,3,1,1,83,3,1,3,4477,20100,4,19,3,3,80,1,7,2,2,3,2,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1196,37,12,1,-19,9,-30,977,1,3,1,4,56,2,2,4,6474,9961,1,13,3,2,80,1,14,2,2,14,8,3,11,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
