,EmployeeNumber,race,age,English,gender,hand,source,country,Openness,Conscieniousness,Extroversion,Agreeableness,Emotional Balance,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
6931,,Caucasian (European),32,1,1,1,2,GB,,,,,,2.0,3,2.0,3,4.0,1,2.0,2,1.0,3.0,5,3.0,2,3.0,5.0,4.0,5.0,3.0,3.0,4.0,4,5.0,4,3.0,4,4.0,4,4,4,4,3.0,5,5.0,3,5.0,4,5.0,3,5,4,5.0,5,5.0,5,5.0,5,4,5,5
6932,,Mixed Race,32,1,0,1,1,SG,,,,,,1.0,2,2.0,1,2.0,1,2.0,3,1.0,1.0,2,1.0,2,2.0,4.0,1.0,2.0,2.0,3.0,1.0,1,5.0,3,1.0,4,1.0,3,3,1,3,4.0,5,5.0,2,5.0,5,5.0,4,4,1,2.0,5,1.0,3,4.0,4,1,3,2
6933,,Caucasian (European),46,1,0,1,1,US,,,,,,5.0,5,3.0,5,5.0,4,2.0,2,4.0,3.0,4,3.0,4,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5,4.0,4,1.0,3,4.0,3,4,5,2,1.0,2,3.0,1,3.0,5,2.0,2,1,4,5.0,4,5.0,5,4.0,3,3,5,4
6934,,Mixed Race,21,0,0,1,1,PH,,,,,,4.0,2,2.0,4,3.0,4,4.0,4,2.0,3.0,2,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4,2.0,4,3.0,3,3.0,4,4,4,3,2.0,4,2.0,4,3.0,4,2.0,4,3,3,1.0,4,4.0,3,3.0,2,4,4,4
6935,,Caucasian (European),35,1,1,1,1,GB,,,,,,2.0,4,3.0,4,4.0,4,2.0,2,3.0,4.0,3,4.0,4,2.0,4.0,4.0,5.0,4.0,4.0,5.0,5,5.0,4,4.0,4,4.0,4,4,4,4,3.0,4,4.0,1,3.0,3,5.0,2,4,4,4.0,4,4.0,5,4.0,5,2,4,4
6936,,Mixed Race,15,1,0,1,2,GB,,,,,,5.0,5,4.0,5,3.0,5,4.0,3,3.0,1.0,4,1.0,3,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4,5.0,5,1.0,5,5.0,4,4,4,5,3.0,4,3.0,5,3.0,3,3.0,3,4,3,3.0,3,3.0,3,2.0,4,2,3,2
6937,,Native American,14,0,1,1,1,US,,,,,,3.0,1,2.0,5,5.0,5,4.0,3,5.0,5.0,5,2.0,2,5.0,3.0,5.0,5.0,4.0,5.0,2.0,4,5.0,4,5.0,3,5.0,4,3,4,2,4.0,4,3.0,4,4.0,1,3.0,3,3,4,3.0,4,4.0,4,4.0,3,3,2,5
6938,,Caucasian (European),17,0,0,1,1,HU,,,,,,5.0,3,2.0,5,5.0,5,5.0,3,5.0,5.0,4,4.0,4,4.0,3.0,4.0,4.0,3.0,5.0,3.0,5,4.0,2,1.0,1,4.0,1,1,3,2,3.0,5,4.0,1,1.0,2,1.0,1,4,5,5.0,5,5.0,5,5.0,5,4,4,4
6939,,Native American,14,0,0,1,1,US,,,,,,4.0,3,3.0,2,2.0,1,4.0,3,1.0,1.0,5,1.0,4,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2,4.0,4,3.0,5,3.0,2,3,3,3,2.0,3,4.0,1,1.0,3,2.0,4,2,1,2.0,4,3.0,3,3.0,3,4,4,4
6940,,Caucasian (European),39,1,0,1,5,US,,,,,,3.0,3,2.0,4,4.0,4,1.0,1,2.0,2.0,2,1.0,2,3.0,2.0,5.0,4.0,2.0,2.0,5.0,5,5.0,5,5.0,4,5.0,4,5,3,4,5.0,5,5.0,4,5.0,4,4.0,5,5,3,3.0,4,4.0,3,2.0,3,4,4,2
6941,,Caucasian (Indian),31,0,1,1,1,IN,,,,,,2.0,4,4.0,5,4.0,4,2.0,5,4.0,1.0,3,2.0,5,2.0,3.0,2.0,2.0,3.0,4.0,1.0,4,4.0,5,5.0,4,4.0,4,4,4,4,2.0,4,5.0,4,3.0,5,4.0,5,2,3,2.0,5,4.0,4,4.0,4,1,3,4
6942,,Caucasian (European),32,1,0,1,2,GB,,,,,,4.0,3,4.0,3,4.0,5,2.0,2,4.0,2.0,3,2.0,3,4.0,4.0,3.0,4.0,3.0,3.0,5.0,5,5.0,4,3.0,5,5.0,3,5,4,3,4.0,4,3.0,2,4.0,4,5.0,2,4,4,5.0,5,5.0,4,5.0,5,4,5,4
6943,,Mixed Race,41,0,1,1,5,UG,,,,,,5.0,4,2.0,4,5.0,1,4.0,4,2.0,4.0,4,2.0,3,2.0,2.0,2.0,3.0,2.0,3.0,5.0,5,5.0,5,5.0,5,3.0,3,4,4,5,3.0,5,4.0,4,4.0,5,3.0,4,3,4,4.0,4,4.0,4,5.0,4,3,5,4
6944,,Mixed Race,47,1,0,0,2,US,,,,,,4.0,3,2.0,3,5.0,1,1.0,1,1.0,5.0,5,4.0,5,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5,5.0,5,5.0,3,5.0,5,5,5,5,5.0,5,5.0,5,5.0,5,5.0,5,5,5,5.0,3,5.0,5,5.0,5,3,5,5
6945,,Caucasian (Indian),27,0,0,1,1,IN,,,,,,2.0,4,2.0,2,1.0,1,5.0,5,4.0,5.0,3,1.0,3,1.0,1.0,4.0,2.0,2.0,3.0,1.0,3,5.0,5,4.0,5,3.0,2,5,5,1,5.0,4,3.0,3,4.0,4,4.0,5,4,2,2.0,4,4.0,2,3.0,2,4,4,2
6946,,Caucasian (European),43,1,0,1,1,US,,,,,,5.0,5,5.0,5,5.0,4,5.0,5,5.0,4.0,4,4.0,5,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5,4.0,5,4.0,4,5.0,3,3,4,4,4.0,4,4.0,2,5.0,5,4.0,2,4,3,3.0,4,4.0,4,4.0,4,1,3,4
6947,,Caucasian (European),47,0,0,0,1,DE,,,,,,5.0,5,4.0,5,5.0,5,4.0,3,5.0,4.0,4,2.0,3,2.0,4.0,5.0,5.0,4.0,5.0,5.0,5,3.0,4,5.0,4,5.0,5,5,4,4,5.0,4,4.0,5,5.0,5,3.0,5,4,4,4.0,4,5.0,4,5.0,5,5,5,5
6948,,Caucasian (European),20,1,0,1,2,CA,,,,,,3.0,4,3.0,2,4.0,4,3.0,4,3.0,3.0,3,2.0,3,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4,3.0,3,3.0,3,4.0,3,3,4,3,4.0,3,4.0,2,4.0,3,2.0,4,3,4,4.0,3,4.0,3,3.0,4,4,3,2
6949,,Mixed Race,15,1,0,1,2,CA,,,,,,5.0,4,4.0,4,5.0,4,4.0,2,1.0,1.0,2,1.0,2,2.0,2.0,1.0,2.0,1.0,4.0,5.0,5,2.0,4,4.0,4,5.0,3,4,4,4,5.0,5,4.0,4,5.0,5,5.0,5,5,3,3.0,4,3.0,4,5.0,4,2,4,5
6950,,Caucasian (Indian),21,1,0,1,2,US,,,,,,4.0,3,1.0,4,3.0,1,2.0,3,1.0,2.0,3,2.0,3,2.0,2.0,3.0,3.0,3.0,4.0,5.0,4,5.0,4,4.0,5,4.0,4,4,2,5,2.0,5,3.0,2,2.0,4,5.0,4,5,5,3.0,2,3.0,4,3.0,5,2,4,3
6951,,Mixed Race,15,1,0,1,1,US,,,,,,5.0,3,3.0,1,3.0,5,3.0,5,1.0,5.0,5,1.0,2,1.0,1.0,3.0,3.0,1.0,5.0,3.0,5,3.0,3,3.0,5,1.0,1,4,3,4,5.0,5,2.0,1,1.0,5,3.0,4,3,4,4.0,5,3.0,5,5.0,3,4,3,5
6952,,Caucasian (European),59,1,0,1,2,US,,,,,,5.0,5,5.0,5,5.0,4,5.0,5,5.0,5.0,5,5.0,5,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5,5.0,5,5.0,5,5.0,5,5,5,2,5.0,4,5.0,4,5.0,5,5.0,4,5,5,5.0,5,5.0,5,5.0,5,5,5,5
6953,,Caucasian (European),47,1,0,1,1,US,,,,,,4.0,5,4.0,5,5.0,4,4.0,4,4.0,4.0,4,4.0,4,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4,4.0,5,5.0,5,5.0,4,4,4,4,3.0,3,4.0,4,5.0,4,3.0,4,3,2,5.0,5,3.0,4,4.0,4,2,3,4
6954,,Caucasian (European),35,0,1,0,1,RS,,,,,,2.0,3,1.0,3,2.0,3,3.0,4,2.0,3.0,4,1.0,2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,4.0,4,3.0,4,3.0,4,4,3,3,3.0,5,3.0,5,3.0,3,5.0,4,4,5,5.0,5,5.0,5,5.0,5,4,5,5
6955,,Caucasian (European),26,1,1,1,2,CA,,,,,,4.0,4,5.0,3,5.0,2,4.0,4,2.0,3.0,5,4.0,3,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5,2.0,2,4.0,5,4.0,4,4,5,2,5.0,3,4.0,4,4.0,4,5.0,2,4,5,5.0,5,5.0,4,5.0,5,4,4,5
6956,,Caucasian (European),29,1,1,1,5,US,,,,,,2.0,2,2.0,2,2.0,1,2.0,1,2.0,4.0,1,3.0,1,3.0,5.0,2.0,2.0,2.0,1.0,5.0,4,5.0,4,4.0,3,4.0,4,4,4,4,2.0,5,5.0,5,3.0,3,4.0,3,5,5,5.0,5,5.0,4,5.0,5,3,5,5
6957,,Caucasian (European),30,1,0,1,5,US,,,,,,4.0,4,5.0,5,4.0,4,2.0,3,2.0,2.0,4,2.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,5.0,4,5.0,4,4.0,4,4,3,2,2.0,4,3.0,3,2.0,4,4.0,4,3,3,4.0,4,4.0,4,5.0,4,2,5,4
6958,,Mixed Race,26,1,0,1,1,AU,,,,,,4.0,4,4.0,4,2.0,4,4.0,4,3.0,2.0,4,3.0,3,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4,4.0,4,4.0,4,4.0,4,4,4,3,2.0,3,3.0,3,3.0,3,3.0,4,3,4,3.0,4,4.0,4,5.0,3,4,4,4
6959,,Caucasian (European),29,0,0,1,5,US,,,,,,4.0,4,5.0,5,4.0,5,4.0,4,4.0,3.0,3,2.0,4,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5,5.0,5,5.0,4,5.0,5,5,5,4,3.0,4,4.0,3,4.0,4,4.0,4,4,4,4.0,4,5.0,3,5.0,4,4,4,4
6960,,Caucasian (European),16,1,0,1,2,US,,,,,,3.0,2,2.0,2,3.0,1,2.0,2,1.0,2.0,4,2.0,4,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4,4.0,5,5.0,2,4.0,4,4,5,3,3.0,3,5.0,1,2.0,2,4.0,3,5,5,4.0,5,5.0,5,5.0,3,5,5,5
6961,,Native American,45,1,0,1,5,CA,,,,,,4.0,5,4.0,5,5.0,5,2.0,4,4.0,2.0,1,3.0,2,3.0,4.0,5.0,5.0,3.0,4.0,2.0,3,5.0,4,4.0,3,5.0,4,4,5,4,5.0,3,5.0,4,5.0,5,1.0,5,5,2,3.0,3,3.0,4,3.0,5,1,3,4
6962,,Mixed Race,19,0,0,1,1,PH,,,,,,4.0,4,4.0,4,4.0,4,3.0,4,3.0,4.0,4,2.0,3,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4,3.0,4,3.0,4,4.0,3,4,5,3,1.0,4,2.0,2,3.0,3,3.0,4,4,4,4.0,4,2.0,4,4.0,4,4,4,4
6963,,Mixed Race,32,1,0,1,2,US,,,,,,3.0,4,3.0,4,4.0,4,3.0,3,3.0,2.0,3,2.0,2,4.0,4.0,3.0,5.0,4.0,2.0,3.0,4,4.0,4,1.0,4,4.0,4,4,5,4,2.0,4,4.0,4,5.0,5,4.0,5,4,3,3.0,3,2.0,4,2.0,4,3,4,4
6964,,Caucasian (European),20,1,1,1,1,CA,,,,,,4.0,2,2.0,4,3.0,1,2.0,1,2.0,4.0,4,2.0,4,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4,2.0,4,4.0,2,2.0,4,4,3,2,2.0,2,2.0,2,2.0,2,3.0,2,2,5,5.0,5,5.0,5,5.0,4,4,5,5
6965,,Caucasian (Middle East),1992,0,0,0,1,LB,,,,,,3.0,4,3.0,4,3.0,3,3.0,4,1.0,3.0,3,1.0,4,3.0,3.0,3.0,3.0,1.0,1.0,5.0,5,4.0,4,5.0,5,5.0,5,5,3,4,3.0,5,2.0,1,5.0,3,1.0,5,5,3,2.0,4,3.0,4,3.0,5,3,5,5
6966,,Caucasian (European),20,1,0,1,1,GB,,,,,,3.0,3,2.0,3,4.0,4,2.0,2,1.0,4.0,5,2.0,4,2.0,4.0,5.0,4.0,4.0,4.0,5.0,5,4.0,5,5.0,5,5.0,4,5,5,3,1.0,3,1.0,2,1.0,3,4.0,4,2,5,4.0,5,3.0,4,4.0,4,5,5,4
6967,,Caucasian (Indian),22,0,1,1,1,IN,,,,,,2.0,3,3.0,2,3.0,2,4.0,2,2.0,4.0,5,2.0,5,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3,5.0,5,5.0,5,2.0,4,4,3,2,5.0,3,3.0,3,5.0,5,2.0,2,2,3,2.0,5,1.0,2,5.0,4,2,3,3
6968,,Mixed Race,36,1,0,1,1,US,,,,,,5.0,5,4.0,5,5.0,4,4.0,4,4.0,4.0,4,1.0,4,2.0,2.0,1.0,1.0,2.0,3.0,4.0,5,4.0,4,4.0,2,4.0,4,4,3,4,1.0,5,3.0,4,3.0,5,4.0,4,4,5,4.0,5,4.0,5,5.0,5,5,5,5
6969,,2,21,1,1,1,5,US,,,,,,2.0,3,2.0,2,2.0,2,2.0,3,2.0,4.0,4,4.0,2,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4,5.0,4,4.0,5,3.0,4,5,3,4,4.0,4,5.0,3,4.0,3,4.0,3,4,5,4.0,5,5.0,4,5.0,4,5,4,5
6970,,Caucasian (European),32,0,0,1,1,SI,,,,,,4.0,5,4.0,5,3.0,2,2.0,4,4.0,5.0,4,2.0,3,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5,5.0,4,4.0,2,5.0,4,5,4,4,3.0,4,5.0,4,3.0,5,4.0,4,4,4,5.0,4,5.0,4,4.0,5,4,4,4
6971,,Mixed Race,27,1,0,1,5,US,,,,,,5.0,5,5.0,3,5.0,5,4.0,5,5.0,5.0,3,1.0,4,3.0,5.0,1.0,3.0,4.0,5.0,1.0,4,5.0,5,2.0,3,4.0,3,4,5,3,5.0,5,5.0,5,5.0,5,5.0,5,5,5,2.0,5,3.0,5,5.0,4,2,5,5
6972,,Caucasian (European),24,1,0,1,5,US,,,,,,2.0,2,4.0,3,3.0,2,1.0,2,2.0,3.0,3,3.0,2,2.0,3.0,3.0,3.0,2.0,2.0,5.0,5,4.0,5,5.0,5,5.0,4,5,3,4,2.0,5,3.0,2,2.0,4,5.0,4,4,3,5.0,5,5.0,5,5.0,5,3,5,5
6973,,Caucasian (North African),23,1,1,1,1,US,,,,,,1.0,1,1.0,1,2.0,1,1.0,1,1.0,2.0,2,2.0,3,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2,5.0,3,3.0,4,4.0,3,3,3,3,3.0,3,2.0,1,3.0,4,2.0,3,2,2,1.0,3,3.0,3,4.0,2,3,3,2
6974,,Mixed Race,21,0,0,1,2,BN,,,,,,4.0,4,3.0,5,4.0,4,3.0,3,3.0,4.0,3,3.0,4,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3,2.0,3,1.0,3,3.0,2,1,3,4,2.0,5,2.0,3,3.0,4,4.0,4,4,3,3.0,4,3.0,4,3.0,5,3,2,4
6975,,Caucasian (Indian),23,0,0,1,1,PK,,,,,,1.0,3,1.0,2,1.0,1,1.0,3,1.0,2.0,2,1.0,1,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5,3.0,5,5.0,5,5.0,5,5,5,4,2.0,5,1.0,5,1.0,5,5.0,3,5,2,3.0,5,5.0,5,5.0,5,1,5,5
6976,,Mixed Race,26,1,0,1,1,US,,,,,,1.0,3,1.0,4,1.0,4,1.0,1,2.0,2.0,3,1.0,3,4.0,3.0,2.0,4.0,5.0,4.0,5.0,5,5.0,5,5.0,5,5.0,5,5,4,4,4.0,5,3.0,3,3.0,5,3.0,4,4,4,5.0,5,5.0,5,5.0,5,1,5,5
6977,,Mixed Race,25,1,1,0,5,US,,,,,,4.0,4,3.0,4,3.0,4,4.0,4,3.0,1.0,3,2.0,2,2.0,2.0,1.0,1.0,2.0,1.0,4.0,4,3.0,4,4.0,4,3.0,4,5,5,3,2.0,5,2.0,3,2.0,3,2.0,3,4,4,3.0,4,4.0,5,5.0,4,4,5,5
6978,,Caucasian (European),27,1,1,1,1,US,,,,,,4.0,5,5.0,5,5.0,3,1.0,3,3.0,3.0,3,3.0,5,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5,3.0,3,3.0,3,5.0,3,3,3,3,3.0,5,5.0,5,5.0,3,5.0,2,5,1,5.0,2,5.0,3,3.0,5,3,1,3
6979,,Mixed Race,23,1,0,1,5,US,,,,,,5.0,4,3.0,4,4.0,2,3.0,2,4.0,1.0,2,1.0,4,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2,2.0,4,4.0,4,1.0,2,4,3,3,2.0,3,2.0,1,1.0,4,3.0,3,5,2,1.0,4,3.0,3,4.0,4,3,5,3
6980,,Caucasian (European),31,1,1,1,5,US,,,,,,5.0,3,3.0,5,5.0,5,3.0,5,3.0,2.0,3,1.0,4,3.0,3.0,1.0,2.0,3.0,3.0,4.0,5,2.0,3,3.0,4,4.0,4,4,5,3,3.0,5,3.0,2,3.0,3,5.0,4,3,4,5.0,5,5.0,5,5.0,4,5,5,5
6981,,Mixed Race,45,1,0,1,2,US,,,,,,4.0,5,4.0,3,4.0,3,3.0,3,4.0,3.0,3,2.0,3,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4,4.0,4,4.0,4,4.0,4,2,4,4,3.0,4,4.0,4,4.0,3,4.0,3,4,3,3.0,4,3.0,4,4.0,3,2,2,4
6982,,Caucasian (European),20,1,1,0,1,GB,,,,,,5.0,5,5.0,5,5.0,5,4.0,5,5.0,1.0,2,1.0,3,1.0,2.0,1.0,1.0,1.0,3.0,4.0,5,1.0,2,1.0,3,5.0,5,2,3,5,3.0,5,2.0,1,1.0,5,1.0,2,5,5,5.0,5,5.0,5,5.0,5,5,5,5
6983,,Caucasian (European),30,1,0,1,5,US,,,,,,4.0,5,4.0,4,4.0,5,2.0,4,4.0,4.0,5,2.0,5,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5,5.0,5,5.0,5,4.0,5,5,5,5,2.0,5,5.0,2,5.0,4,5.0,4,4,5,5.0,5,5.0,5,5.0,5,5,5,5
6984,,Mixed Race2,18,0,0,1,1,US,,,,,,2.0,1,1.0,1,2.0,4,3.0,5,1.0,2.0,3,1.0,3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4,5.0,1,5.0,5,3.0,4,5,5,2,5.0,5,5.0,4,2.0,5,5.0,5,5,4,2.0,5,4.0,4,5.0,4,3,5,4
6985,,Mixed Race,36,1,1,1,5,US,,,,,,2.0,3,3.0,4,3.0,5,2.0,2,2.0,3.0,3,3.0,4,3.0,2.0,4.0,4.0,3.0,2.0,5.0,5,5.0,5,4.0,4,4.0,5,4,3,3,3.0,3,2.0,5,3.0,4,5.0,2,4,4,3.0,4,3.0,3,3.0,4,4,3,5
6986,,Mixed Race,34,1,0,1,1,US,,,,,,4.0,4,4.0,4,3.0,4,1.0,3,4.0,1.0,1,1.0,1,3.0,2.0,3.0,2.0,4.0,3.0,5.0,5,5.0,5,3.0,3,3.0,5,5,4,5,5.0,5,5.0,1,4.0,5,4.0,5,5,3,5.0,5,3.0,5,5.0,5,2,4,5
6987,,Mixed Race,21,0,1,0,5,MX,,,,,,3.0,4,4.0,3,3.0,2,2.0,3,1.0,2.0,5,3.0,2,5.0,5.0,3.0,3.0,4.0,3.0,2.0,4,5.0,4,4.0,4,4.0,4,4,4,5,5.0,4,4.0,4,5.0,2,4.0,5,3,2,4.0,4,4.0,4,4.0,5,2,4,3
6988,,Mixed Race2,20,1,0,1,1,AL,,,,,,2.0,1,2.0,5,3.0,2,3.0,5,3.0,2.0,4,3.0,4,4.0,2.0,3.0,2.0,3.0,1.0,2.0,4,4.0,4,2.0,3,4.0,3,4,3,4,2.0,2,2.0,3,2.0,2,3.0,3,4,4,2.0,3,2.0,2,1.0,3,5,3,5
6989,,Mixed Race,24,0,0,1,1,GB,,,,,,4.0,3,3.0,4,3.0,3,3.0,4,3.0,2.0,3,2.0,3,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4,5.0,4,4.0,4,4.0,4,3,4,4,4.0,4,3.0,4,5.0,4,5.0,3,3,4,4.0,4,4.0,3,5.0,3,2,4,4
6990,,Caucasian (European),16,1,0,0,1,GB,,,,,,1.0,1,2.0,3,1.0,1,1.0,1,1.0,1.0,2,1.0,3,4.0,1.0,1.0,1.0,1.0,2.0,4.0,5,1.0,3,2.0,5,2.0,3,5,3,4,1.0,5,2.0,2,1.0,4,3.0,3,2,4,3.0,5,2.0,4,3.0,4,4,4,4
6991,,Caucasian (Indian),26,0,0,1,5,US,,,,,,4.0,5,3.0,5,4.0,4,2.0,5,4.0,2.0,3,1.0,3,1.0,1.0,2.0,2.0,2.0,4.0,1.0,4,5.0,5,5.0,5,5.0,5,5,5,4,5.0,5,5.0,4,5.0,5,5.0,5,5,4,1.0,4,5.0,3,4.0,4,2,4,3
6992,,Caucasian (European),26,1,0,1,1,GB,,,,,,5.0,2,3.0,1,5.0,1,1.0,3,1.0,1.0,1,1.0,1,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2,2.0,5,3.0,5,3.0,5,4,2,3,1.0,5,3.0,1,2.0,5,5.0,2,4,3,5.0,5,5.0,5,3.0,5,4,5,3
6993,,Caucasian (European),20,1,1,0,1,GB,,,,,,1.0,2,1.0,2,2.0,1,1.0,1,1.0,5.0,4,2.0,1,2.0,5.0,3.0,2.0,2.0,2.0,4.0,2,3.0,4,3.0,2,3.0,4,3,1,4,5.0,3,3.0,3,5.0,5,3.0,2,4,3,4.0,2,5.0,3,2.0,4,4,5,3
6994,,Mixed Race,22,0,0,1,1,US,,,,,,3.0,3,3.0,3,4.0,3,4.0,4,1.0,3.0,3,2.0,2,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3,2.0,4,4.0,3,4.0,4,4,4,3,5.0,4,4.0,3,4.0,4,4.0,2,4,4,4.0,4,4.0,3,5.0,4,2,5,4
6995,,Caucasian (European),18,1,1,1,1,GB,,,,,,4.0,4,4.0,5,4.0,3,3.0,4,1.0,2.0,5,1.0,1,4.0,5.0,1.0,1.0,4.0,3.0,2.0,5,2.0,4,4.0,5,4.0,4,2,4,4,1.0,4,3.0,1,1.0,4,2.0,1,2,2,5.0,5,5.0,4,5.0,5,4,5,5
6996,,Caucasian (European),24,1,0,1,5,US,,,,,,2.0,2,2.0,3,2.0,2,1.0,1,1.0,1.0,1,1.0,4,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5,5.0,4,5.0,4,5.0,4,3,3,5,3.0,5,4.0,1,3.0,3,5.0,4,4,4,5.0,3,4.0,4,3.0,5,3,5,3
6997,,Mixed Race,20,1,0,1,2,US,,,,,,1.0,3,5.0,5,5.0,1,1.0,1,1.0,3.0,5,3.0,1,4.0,3.0,1.0,1.0,1.0,5.0,5.0,4,5.0,4,3.0,5,1.0,5,5,5,5,5.0,5,5.0,4,5.0,5,5.0,2,2,4,5.0,5,5.0,5,5.0,5,1,5,5
6998,,Mixed Race,22,1,0,1,5,US,,,,,,3.0,4,4.0,4,5.0,3,2.0,4,2.0,4.0,4,3.0,4,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5,4.0,3,5.0,5,2.0,5,5,4,4,5.0,5,5.0,4,3.0,5,3.0,5,4,4,4.0,5,5.0,5,5.0,4,3,5,5
6999,,Caucasian (European),40,0,1,1,1,SE,,,,,,3.0,5,3.0,3,4.0,2,4.0,2,3.0,5.0,5,4.0,3,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4,5.0,4,3.0,4,3.0,3,4,3,5,3.0,4,3.0,3,4.0,4,5.0,4,5,3,5.0,4,5.0,4,5.0,4,3,4,5
7000,,Caucasian (European),16,1,0,1,1,GB,,,,,,4.0,3,3.0,3,4.0,1,3.0,2,3.0,1.0,3,1.0,3,3.0,2.0,1.0,4.0,1.0,3.0,4.0,4,3.0,4,4.0,3,3.0,4,4,4,4,3.0,4,3.0,3,5.0,5,3.0,5,3,5,4.0,5,3.0,5,5.0,4,5,4,5
7001,,Mixed Race,15,1,1,1,1,GB,,,,,,2.0,1,4.0,4,5.0,3,5.0,4,1.0,2.0,2,1.0,2,1.0,4.0,2.0,3.0,4.0,2.0,4.0,5,1.0,4,4.0,3,4.0,3,3,3,2,1.0,3,3.0,1,1.0,5,1.0,2,3,5,5.0,5,5.0,5,5.0,5,4,5,5
7002,,Mixed Race,24,0,0,1,1,IN,,,,,,4.0,3,2.0,5,5.0,2,4.0,5,1.0,5.0,2,1.0,2,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3,4.0,4,3.0,5,4.0,3,4,2,1,2.0,4,1.0,3,1.0,3,3.0,2,3,3,4.0,3,3.0,3,4.0,2,2,4,3
7003,,Caucasian (European),49,1,0,1,1,CA,,,,,,3.0,3,3.0,1,3.0,2,3.0,3,2.0,2.0,3,2.0,2,4.0,2.0,2.0,2.0,2.0,1.0,5.0,4,2.0,4,3.0,4,3.0,3,5,2,2,1.0,4,2.0,1,1.0,4,2.0,2,3,5,3.0,3,2.0,3,3.0,4,4,3,3
7004,,Mixed Race,23,0,1,1,1,AU,,,,,,5.0,1,3.0,3,5.0,1,3.0,3,1.0,1.0,3,3.0,3,1.0,1.0,2.0,4.0,1.0,5.0,3.0,3,3.0,3,1.0,3,3.0,1,3,3,5,5.0,1,3.0,3,5.0,4,3.0,5,3,3,3.0,5,3.0,4,5.0,3,2,5,5
7005,,Caucasian (European),55,1,0,1,1,US,,,,,,4.0,1,1.0,1,5.0,1,1.0,4,1.0,1.0,1,1.0,1,1.0,1.0,2.0,1.0,1.0,1.0,5.0,4,3.0,5,2.0,4,3.0,3,5,1,5,2.0,5,5.0,3,4.0,5,5.0,5,5,5,5.0,5,4.0,5,5.0,5,5,5,5
7006,,Caucasian (European),33,1,0,1,5,US,,,,,,2.0,5,1.0,3,3.0,3,1.0,2,1.0,3.0,3,3.0,2,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5,5.0,5,4.0,4,4.0,5,5,5,4,4.0,5,4.0,4,5.0,5,5.0,5,5,3,3.0,3,5.0,5,5.0,4,2,5,4
7007,,Caucasian (European),33,1,1,1,1,US,,,,,,3.0,4,3.0,4,3.0,3,2.0,2,2.0,4.0,4,4.0,3,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3,4.0,4,3.0,3,3.0,4,3,3,3,4.0,4,4.0,4,3.0,4,4.0,4,4,4,4.0,4,3.0,4,4.0,4,3,4,4
7008,,Mixed Race2,30,1,0,1,1,GB,,,,,,2.0,3,1.0,1,2.0,2,1.0,2,1.0,2.0,4,3.0,3,4.0,5.0,2.0,3.0,4.0,3.0,3.0,3,5.0,4,4.0,4,3.0,4,2,3,4,5.0,4,4.0,4,5.0,4,5.0,3,3,3,4.0,3,3.0,3,3.0,4,3,3,4
